"dist","scenario","mode","rep","where","theta","message","call"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",87,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",95,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",95,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",95,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",95,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",95,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",95,"objetivo Q(p;theta)","6.37943e-294,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",95,"objetivo Q(p;theta)","6.38581e-294,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",95,"objetivo Q(p;theta)","6.37305e-294,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",95,"objetivo Q(p;theta)","6.37943e-294,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",95,"objetivo Q(p;theta)","6.37943e-294,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",97,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",97,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",97,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",97,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",97,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",97,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",97,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",97,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",97,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",97,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",97,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",97,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",97,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",97,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",97,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"gamma","T2T3_gam_x1000","none",100,"objetivo Q(p;theta)","0,0","Se han producido NaNs","stats::qgamma(p, shape = t[1], scale = t[2])"
"normal","T5_mu0","iqr",1,"objetivo Q(p;theta)","99.6461,15.7123","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",4,"objetivo Q(p;theta)","0.329444,15.6938","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",6,"objetivo Q(p;theta)","0.687072,15.1955","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",7,"objetivo Q(p;theta)","-0.675593,14.4178","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",10,"objetivo Q(p;theta)","0.283599,15.0719","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",14,"objetivo Q(p;theta)","0.54434,15.9178","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",16,"objetivo Q(p;theta)","1.76822,14.9218","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",18,"objetivo Q(p;theta)","0.224197,14.5278","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",19,"objetivo Q(p;theta)","-0.334229,14.6611","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",20,"objetivo Q(p;theta)","-0.203717,14.3817","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",21,"objetivo Q(p;theta)","-0.6213,15.3963","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",22,"objetivo Q(p;theta)","0.0706677,15.3074","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",23,"objetivo Q(p;theta)","-0.217608,14.4608","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",24,"objetivo Q(p;theta)","-0.822843,14.7617","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",26,"objetivo Q(p;theta)","0.918864,15.1646","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",31,"objetivo Q(p;theta)","0.0669814,14.1568","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",33,"objetivo Q(p;theta)","0.397593,15.0827","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",35,"objetivo Q(p;theta)","0.216145,14.7549","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",36,"objetivo Q(p;theta)","-0.131227,14.9473","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",37,"objetivo Q(p;theta)","-0.549083,16.1589","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",41,"objetivo Q(p;theta)","0.170103,14.8358","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",43,"objetivo Q(p;theta)","0.150552,15.4951","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",48,"objetivo Q(p;theta)","0.256902,14.6183","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",51,"objetivo Q(p;theta)","0.598561,15.0996","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",52,"objetivo Q(p;theta)","-1.12055,15.249","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",54,"objetivo Q(p;theta)","0.516585,14.4774","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",55,"objetivo Q(p;theta)","-0.0591027,16.1878","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",57,"objetivo Q(p;theta)","0.297346,14.6505","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",59,"objetivo Q(p;theta)","-0.118258,14.8108","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",60,"objetivo Q(p;theta)","-0.175461,15.8935","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",61,"objetivo Q(p;theta)","-0.202746,15.4875","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",62,"objetivo Q(p;theta)","-0.0763822,15.0478","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",64,"objetivo Q(p;theta)","0.0736691,15.2251","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",65,"objetivo Q(p;theta)","-0.0216633,15.1794","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",66,"objetivo Q(p;theta)","0.0213753,14.35","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",68,"objetivo Q(p;theta)","0.667583,14.756","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",70,"objetivo Q(p;theta)","-0.172706,15.4237","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",72,"objetivo Q(p;theta)","1.06165,15.6596","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",78,"objetivo Q(p;theta)","0.118232,15.2894","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",84,"objetivo Q(p;theta)","0.205132,14.8662","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",86,"objetivo Q(p;theta)","0.888705,15.3097","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",87,"objetivo Q(p;theta)","-0.623921,14.6579","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",88,"objetivo Q(p;theta)","-0.508296,13.8969","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",90,"objetivo Q(p;theta)","0.203797,14.298","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",93,"objetivo Q(p;theta)","0.620665,15.6199","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",94,"objetivo Q(p;theta)","-1.00669,15.0393","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",95,"objetivo Q(p;theta)","-0.319051,15.1996","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",96,"objetivo Q(p;theta)","-0.373517,14.9168","Se han producido NaNs","log(th)"
"normal","T5_mu0","iqr",97,"objetivo Q(p;theta)","-0.139689,15.4055","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",1,"objetivo Q(p;theta)","0.0318134,15.7063","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",2,"objetivo Q(p;theta)","-99.702,14.9739","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",3,"objetivo Q(p;theta)","-99.5858,14.9493","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",4,"objetivo Q(p;theta)","-100.565,14.6934","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",5,"objetivo Q(p;theta)","-100.028,14.829","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",6,"objetivo Q(p;theta)","-100.07,14.6287","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",7,"objetivo Q(p;theta)","-99.6804,15.038","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",8,"objetivo Q(p;theta)","-100.501,14.6187","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",9,"objetivo Q(p;theta)","-99.9661,15.0651","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",10,"objetivo Q(p;theta)","-100.008,15.0584","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",11,"objetivo Q(p;theta)","-101.106,15.6899","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",12,"objetivo Q(p;theta)","-100.181,14.5135","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",13,"objetivo Q(p;theta)","-100.681,15.6917","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",14,"objetivo Q(p;theta)","-99.1483,14.6259","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",15,"objetivo Q(p;theta)","-99.3379,14.9758","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",16,"objetivo Q(p;theta)","-99.1916,15.124","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",17,"objetivo Q(p;theta)","-98.9433,14.5438","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",18,"objetivo Q(p;theta)","-99.9032,14.7867","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",19,"objetivo Q(p;theta)","-99.394,14.8443","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",20,"objetivo Q(p;theta)","-100.588,14.6228","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",21,"objetivo Q(p;theta)","-99.4922,13.8823","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",22,"objetivo Q(p;theta)","-99.8802,15.1784","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",23,"objetivo Q(p;theta)","-100.156,15.5625","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",24,"objetivo Q(p;theta)","-100.119,14.759","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",25,"objetivo Q(p;theta)","-100.344,16.0126","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",26,"objetivo Q(p;theta)","-99.9776,15.4213","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",27,"objetivo Q(p;theta)","-100.4,15.0829","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",28,"objetivo Q(p;theta)","-100.134,15.5444","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",29,"objetivo Q(p;theta)","-99.2803,14.4857","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",30,"objetivo Q(p;theta)","-100.045,14.7519","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",31,"objetivo Q(p;theta)","-100.522,14.4876","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",32,"objetivo Q(p;theta)","-100.191,13.9764","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",33,"objetivo Q(p;theta)","-99.7438,15.163","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",34,"objetivo Q(p;theta)","-100.415,15.3107","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",35,"objetivo Q(p;theta)","-99.5838,14.6217","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",36,"objetivo Q(p;theta)","-99.8976,15.784","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",37,"objetivo Q(p;theta)","-99.9479,15.28","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",38,"objetivo Q(p;theta)","-99.7295,15.3483","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",39,"objetivo Q(p;theta)","-99.259,15.8704","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",40,"objetivo Q(p;theta)","-100.26,14.6158","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",41,"objetivo Q(p;theta)","-99.7382,14.6966","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",42,"objetivo Q(p;theta)","-98.7269,15.2527","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",43,"objetivo Q(p;theta)","-100.582,15.0369","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",44,"objetivo Q(p;theta)","-100.156,14.3619","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",45,"objetivo Q(p;theta)","-99.3638,14.6396","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",46,"objetivo Q(p;theta)","-100.655,14.3446","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",47,"objetivo Q(p;theta)","-101.09,15.3287","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",48,"objetivo Q(p;theta)","-100.172,15.0884","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",49,"objetivo Q(p;theta)","-100.253,14.7102","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",50,"objetivo Q(p;theta)","-100.103,14.8486","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",51,"objetivo Q(p;theta)","-99.6639,15.68","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",52,"objetivo Q(p;theta)","-99.9694,14.9595","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",53,"objetivo Q(p;theta)","-100.51,14.9638","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",54,"objetivo Q(p;theta)","-100.625,14.2049","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",55,"objetivo Q(p;theta)","-99.4058,14.8948","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",56,"objetivo Q(p;theta)","-101.167,15.312","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",57,"objetivo Q(p;theta)","-99.5132,14.6221","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",58,"objetivo Q(p;theta)","-100.877,14.8438","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",59,"objetivo Q(p;theta)","-99.4218,15.4818","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",60,"objetivo Q(p;theta)","-99.6737,15.5107","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",61,"objetivo Q(p;theta)","-99.8413,13.6193","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",62,"objetivo Q(p;theta)","-100.266,16.3601","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",63,"objetivo Q(p;theta)","-100.769,16.0831","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",64,"objetivo Q(p;theta)","-99.5563,14.8502","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",65,"objetivo Q(p;theta)","-100.581,15.3796","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",66,"objetivo Q(p;theta)","-99.6136,15.623","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",67,"objetivo Q(p;theta)","-99.9386,13.959","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",68,"objetivo Q(p;theta)","-99.2089,15.4111","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",69,"objetivo Q(p;theta)","-99.0726,14.6215","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",70,"objetivo Q(p;theta)","-99.4026,15.3783","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",71,"objetivo Q(p;theta)","-99.0375,15.0251","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",72,"objetivo Q(p;theta)","-99.275,14.2445","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",73,"objetivo Q(p;theta)","-100.347,14.8883","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",74,"objetivo Q(p;theta)","-100.127,16.0488","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",75,"objetivo Q(p;theta)","-101.105,14.8788","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",76,"objetivo Q(p;theta)","-100.172,15.5655","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",77,"objetivo Q(p;theta)","-99.7469,14.8174","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",78,"objetivo Q(p;theta)","-100.232,14.3871","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",79,"objetivo Q(p;theta)","-99.241,14.5855","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",80,"objetivo Q(p;theta)","-99.5799,14.4178","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",81,"objetivo Q(p;theta)","-100.91,14.7044","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",82,"objetivo Q(p;theta)","-99.6931,14.4902","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",83,"objetivo Q(p;theta)","-100.565,15.4504","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",84,"objetivo Q(p;theta)","-99.2811,15.4088","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",85,"objetivo Q(p;theta)","-100.01,15.2032","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",86,"objetivo Q(p;theta)","-100.678,14.6305","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",87,"objetivo Q(p;theta)","-99.3421,14.5509","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",88,"objetivo Q(p;theta)","-100.034,14.2109","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",89,"objetivo Q(p;theta)","-99.8865,13.534","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",90,"objetivo Q(p;theta)","-99.6221,13.6439","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",91,"objetivo Q(p;theta)","-100.595,14.9158","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",92,"objetivo Q(p;theta)","-98.8149,15.7205","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",93,"objetivo Q(p;theta)","-99.8257,15.4861","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",94,"objetivo Q(p;theta)","-99.4716,14.8159","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",95,"objetivo Q(p;theta)","-100.216,15.2882","Se han producido NaNs","log(th)"
"normal","T5_mu-100","iqr",96,"objetivo Q(p;theta)","-98.6246,14.9477","Se han producido NaNs","log(th)"
