"dist","scenario","n","c_step","log10_c","valid","J_fro_rel"
"lognormal","poca_disp",10000,1e-08,-8,TRUE,0.0646849378105309
"lognormal","poca_disp",10000,3.16227766016838e-08,-7.5,TRUE,0.00559325699778359
"lognormal","poca_disp",10000,1e-07,-7,TRUE,0.000302555204283324
"lognormal","poca_disp",10000,3.16227766016838e-07,-6.5,TRUE,2.87817729815644e-05
"lognormal","poca_disp",10000,1e-06,-6,TRUE,3.33017583440899e-06
"lognormal","poca_disp",10000,3.16227766016838e-06,-5.5,TRUE,1.1460541578473e-06
"lognormal","poca_disp",10000,1e-05,-5,TRUE,3.35554118532796e-08
"lognormal","poca_disp",10000,3.16227766016838e-05,-4.5,TRUE,2.58415202637421e-09
"lognormal","poca_disp",10000,1e-04,-4,TRUE,1.74055622662692e-10
"lognormal","poca_disp",10000,0.000316227766016838,-3.5,TRUE,1.44960156168866e-09
"lognormal","poca_disp",10000,0.001,-3,TRUE,1.46083294853904e-08
"lognormal","poca_disp",10000,0.00316227766016838,-2.5,TRUE,1.46045172397818e-07
"lognormal","poca_disp",10000,0.01,-2,TRUE,1.4605979844245e-06
"lognormal","muy_dispersa",100,1e-09,-9,TRUE,290.196403722825
"lognormal","muy_dispersa",100,3.16227766016838e-09,-8.5,TRUE,146.005811601612
"lognormal","muy_dispersa",100,1e-08,-8,TRUE,2.28799604671912
"lognormal","muy_dispersa",100,3.16227766016838e-08,-7.5,TRUE,2.08711327462672
"lognormal","muy_dispersa",100,1e-07,-7,TRUE,0.0466190426261859
"lognormal","muy_dispersa",100,3.16227766016838e-07,-6.5,TRUE,0.0063970003708332
"lognormal","muy_dispersa",100,1e-06,-6,TRUE,0.00199951241175504
"lognormal","muy_dispersa",100,3.16227766016838e-06,-5.5,TRUE,7.78129622998147e-05
"lognormal","muy_dispersa",100,1e-05,-5,TRUE,5.97573101051341e-06
"lognormal","muy_dispersa",100,3.16227766016838e-05,-4.5,TRUE,1.04377089907734e-06
"lognormal","muy_dispersa",100,1e-04,-4,TRUE,1.66773493479408e-07
"lognormal","muy_dispersa",100,0.000316227766016838,-3.5,TRUE,2.64671429203534e-08
"lognormal","muy_dispersa",100,0.001,-3,TRUE,3.5072806235995e-07
"lognormal","muy_dispersa",100,0.00316227766016838,-2.5,TRUE,3.50951479157476e-06
"lognormal","muy_dispersa",100,0.01,-2,TRUE,3.50962695210844e-05
"lognormal","muy_dispersa",1000,1e-09,-9,TRUE,8155.46467072535
"lognormal","muy_dispersa",1000,3.16227766016838e-09,-8.5,TRUE,541.85629943662
"lognormal","muy_dispersa",1000,1e-08,-8,TRUE,86.3908381579683
"lognormal","muy_dispersa",1000,3.16227766016838e-08,-7.5,TRUE,3.18339512202863
"lognormal","muy_dispersa",1000,1e-07,-7,TRUE,0.277925507323857
"lognormal","muy_dispersa",1000,3.16227766016838e-07,-6.5,TRUE,0.0852521714874924
"lognormal","muy_dispersa",1000,1e-06,-6,TRUE,0.0096411798152335
"lognormal","muy_dispersa",1000,3.16227766016838e-06,-5.5,TRUE,0.000760539141545084
"lognormal","muy_dispersa",1000,1e-05,-5,TRUE,0.000106547317805164
"lognormal","muy_dispersa",1000,3.16227766016838e-05,-4.5,TRUE,3.15951431167033e-06
"lognormal","muy_dispersa",1000,1e-04,-4,TRUE,4.60368132103412e-07
"lognormal","muy_dispersa",1000,0.000316227766016838,-3.5,TRUE,2.51148313371627e-08
"lognormal","muy_dispersa",1000,0.001,-3,TRUE,3.27056917975453e-07
"lognormal","muy_dispersa",1000,0.00316227766016838,-2.5,TRUE,3.32244215672115e-06
"lognormal","muy_dispersa",1000,0.01,-2,TRUE,3.32299286055566e-05
"lognormal","muy_dispersa",10000,1e-09,-9,TRUE,8414.62644264347
"lognormal","muy_dispersa",10000,3.16227766016838e-09,-8.5,TRUE,612.813186448695
"lognormal","muy_dispersa",10000,1e-08,-8,TRUE,146.606114509679
"lognormal","muy_dispersa",10000,3.16227766016838e-08,-7.5,TRUE,4.92228337876091
"lognormal","muy_dispersa",10000,1e-07,-7,TRUE,0.56198527479281
"lognormal","muy_dispersa",10000,3.16227766016838e-07,-6.5,TRUE,0.149623084015979
"lognormal","muy_dispersa",10000,1e-06,-6,TRUE,0.00447808051705024
"lognormal","muy_dispersa",10000,3.16227766016838e-06,-5.5,TRUE,0.000490534731017392
"lognormal","muy_dispersa",10000,1e-05,-5,TRUE,0.000174801310793139
"lognormal","muy_dispersa",10000,3.16227766016838e-05,-4.5,TRUE,8.62084133644015e-06
"lognormal","muy_dispersa",10000,1e-04,-4,TRUE,2.01043464593072e-06
"lognormal","muy_dispersa",10000,0.000316227766016838,-3.5,TRUE,8.44744221433398e-08
"lognormal","muy_dispersa",10000,0.001,-3,TRUE,3.08075708771389e-07
"lognormal","muy_dispersa",10000,0.00316227766016838,-2.5,TRUE,3.32144944578073e-06
"lognormal","muy_dispersa",10000,0.01,-2,TRUE,3.32250174130223e-05
